experiment_id,candidate_id,measurement,family,acrylic,tackifier,resin_modified,voi,c_decision_relevance,c_extrapolation_risk,c_hypothesis_discrimination,c_measurement_interpretability,c_process_state_risk,c_uncertainty_reduction,discrimination,admissible_cbes,tied_top
S1C17::M-HOLD-120,S1C17,M-HOLD-120,dual_axis_resin_modified,2.5,7.5,True,0.560833,0.7,0.566667,0.666667,1.0,0.75,0.9,0.666667,True,False
S1C23::M-HOLD-120,S1C23,M-HOLD-120,dual_axis_resin_modified,5.0,10.0,True,0.560833,0.7,0.566667,0.666667,1.0,0.75,0.9,0.666667,True,False
S1C15::M-HOLD-120,S1C15,M-HOLD-120,dual_axis_resin_modified,2.5,2.5,True,0.555833,0.7,0.616667,0.666667,1.0,0.75,0.9,0.666667,True,False
S1C18::M-HOLD-120,S1C18,M-HOLD-120,dual_axis_resin_modified,2.5,10.0,True,0.550417,0.7,0.670833,0.666667,1.0,0.75,0.9,0.666667,True,False
S1C41::M-REPEAT,S1C41,M-REPEAT,dual_axis_resin_modified,15.0,5.0,True,0.3925,0.6,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C46::M-REPEAT,S1C46,M-REPEAT,dual_axis_resin_modified,17.5,5.0,True,0.3925,0.6,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C51::M-REPEAT,S1C51,M-REPEAT,dual_axis_resin_modified,20.0,5.0,True,0.3925,0.6,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C56::M-REPEAT,S1C56,M-REPEAT,dual_axis_resin_modified,22.5,5.0,True,0.3925,0.6,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C61::M-REPEAT,S1C61,M-REPEAT,dual_axis_resin_modified,25.0,5.0,True,0.3925,0.6,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C42::M-REPEAT,S1C42,M-REPEAT,dual_axis_resin_modified,15.0,7.5,True,0.387917,0.6,0.045833,0.0,0.9,0.15,0.8,0.0,True,False
S1C47::M-REPEAT,S1C47,M-REPEAT,dual_axis_resin_modified,17.5,7.5,True,0.387917,0.6,0.045833,0.0,0.9,0.15,0.8,0.0,True,False
S1C52::M-REPEAT,S1C52,M-REPEAT,dual_axis_resin_modified,20.0,7.5,True,0.387917,0.6,0.045833,0.0,0.9,0.15,0.8,0.0,True,False
S1C57::M-REPEAT,S1C57,M-REPEAT,dual_axis_resin_modified,22.5,7.5,True,0.387917,0.6,0.045833,0.0,0.9,0.15,0.8,0.0,True,False
S1C62::M-REPEAT,S1C62,M-REPEAT,dual_axis_resin_modified,25.0,7.5,True,0.387917,0.6,0.045833,0.0,0.9,0.15,0.8,0.0,True,False
S1C40::M-REPEAT,S1C40,M-REPEAT,dual_axis_resin_modified,15.0,2.5,True,0.382917,0.6,0.095833,0.0,0.9,0.15,0.8,0.0,True,False
S1C45::M-REPEAT,S1C45,M-REPEAT,dual_axis_resin_modified,17.5,2.5,True,0.382917,0.6,0.095833,0.0,0.9,0.15,0.8,0.0,True,False
S1C50::M-REPEAT,S1C50,M-REPEAT,dual_axis_resin_modified,20.0,2.5,True,0.382917,0.6,0.095833,0.0,0.9,0.15,0.8,0.0,True,False
S1C55::M-REPEAT,S1C55,M-REPEAT,dual_axis_resin_modified,22.5,2.5,True,0.382917,0.6,0.095833,0.0,0.9,0.15,0.8,0.0,True,False
S1C60::M-REPEAT,S1C60,M-REPEAT,dual_axis_resin_modified,25.0,2.5,True,0.382917,0.6,0.095833,0.0,0.9,0.15,0.8,0.0,True,False
S1C36::M-REPEAT,S1C36,M-REPEAT,dual_axis_resin_modified,12.5,5.0,True,0.382083,0.6,0.104167,0.0,0.9,0.15,0.8,0.0,True,False
S1C66::M-REPEAT,S1C66,M-REPEAT,dual_axis_resin_modified,27.5,5.0,True,0.382083,0.6,0.104167,0.0,0.9,0.15,0.8,0.0,True,False
S1C37::M-REPEAT,S1C37,M-REPEAT,dual_axis_resin_modified,12.5,7.5,True,0.3775,0.6,0.15,0.0,0.9,0.15,0.8,0.0,True,False
S1C43::M-REPEAT,S1C43,M-REPEAT,dual_axis_resin_modified,15.0,10.0,True,0.3775,0.6,0.15,0.0,0.9,0.15,0.8,0.0,True,False
S1C48::M-REPEAT,S1C48,M-REPEAT,dual_axis_resin_modified,17.5,10.0,True,0.3775,0.6,0.15,0.0,0.9,0.15,0.8,0.0,True,False
S1C53::M-REPEAT,S1C53,M-REPEAT,dual_axis_resin_modified,20.0,10.0,True,0.3775,0.6,0.15,0.0,0.9,0.15,0.8,0.0,True,False
S1C58::M-REPEAT,S1C58,M-REPEAT,dual_axis_resin_modified,22.5,10.0,True,0.3775,0.6,0.15,0.0,0.9,0.15,0.8,0.0,True,False
S1C63::M-REPEAT,S1C63,M-REPEAT,dual_axis_resin_modified,25.0,10.0,True,0.3775,0.6,0.15,0.0,0.9,0.15,0.8,0.0,True,False
S1C67::M-REPEAT,S1C67,M-REPEAT,dual_axis_resin_modified,27.5,7.5,True,0.3775,0.6,0.15,0.0,0.9,0.15,0.8,0.0,True,False
S1C35::M-REPEAT,S1C35,M-REPEAT,dual_axis_resin_modified,12.5,2.5,True,0.3725,0.6,0.2,0.0,0.9,0.15,0.8,0.0,True,False
S1C65::M-REPEAT,S1C65,M-REPEAT,dual_axis_resin_modified,27.5,2.5,True,0.3725,0.6,0.2,0.0,0.9,0.15,0.8,0.0,True,False
S1C31::M-REPEAT,S1C31,M-REPEAT,dual_axis_resin_modified,10.0,5.0,True,0.371667,0.6,0.208333,0.0,0.9,0.15,0.8,0.0,True,False
S1C71::M-REPEAT,S1C71,M-REPEAT,dual_axis_resin_modified,30.0,5.0,True,0.371667,0.6,0.208333,0.0,0.9,0.15,0.8,0.0,True,False
S1C32::M-REPEAT,S1C32,M-REPEAT,dual_axis_resin_modified,10.0,7.5,True,0.367083,0.6,0.254167,0.0,0.9,0.15,0.8,0.0,True,False
S1C38::M-REPEAT,S1C38,M-REPEAT,dual_axis_resin_modified,12.5,10.0,True,0.367083,0.6,0.254167,0.0,0.9,0.15,0.8,0.0,True,False
S1C68::M-REPEAT,S1C68,M-REPEAT,dual_axis_resin_modified,27.5,10.0,True,0.364583,0.6,0.254167,0.0,0.9,0.2,0.8,0.0,True,False
S1C72::M-REPEAT,S1C72,M-REPEAT,dual_axis_resin_modified,30.0,7.5,True,0.364583,0.6,0.254167,0.0,0.9,0.2,0.8,0.0,True,False
S1C30::M-REPEAT,S1C30,M-REPEAT,dual_axis_resin_modified,10.0,2.5,True,0.362083,0.6,0.304167,0.0,0.9,0.15,0.8,0.0,True,False
S1C70::M-REPEAT,S1C70,M-REPEAT,dual_axis_resin_modified,30.0,2.5,True,0.362083,0.6,0.304167,0.0,0.9,0.15,0.8,0.0,True,False
S1C33::M-REPEAT,S1C33,M-REPEAT,dual_axis_resin_modified,10.0,10.0,True,0.356667,0.6,0.358333,0.0,0.9,0.15,0.8,0.0,True,False
S1C73::M-REPEAT,S1C73,M-REPEAT,dual_axis_resin_modified,30.0,10.0,True,0.354167,0.6,0.358333,0.0,0.9,0.2,0.8,0.0,True,False
S1C11::M-REPEAT,S1C11,M-REPEAT,minor_tackifier_only,0.0,5.0,True,0.3475,0.42,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C39::M-REPEAT,S1C39,M-REPEAT,acrylic_only,15.0,0.0,True,0.3475,0.42,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C44::M-REPEAT,S1C44,M-REPEAT,acrylic_only,17.5,0.0,True,0.3475,0.42,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C49::M-REPEAT,S1C49,M-REPEAT,acrylic_only,20.0,0.0,True,0.3475,0.42,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C54::M-REPEAT,S1C54,M-REPEAT,acrylic_only,22.5,0.0,True,0.3475,0.42,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C59::M-REPEAT,S1C59,M-REPEAT,acrylic_only,25.0,0.0,True,0.3475,0.42,0.0,0.0,0.9,0.15,0.8,0.0,True,False
S1C12::M-REPEAT,S1C12,M-REPEAT,minor_tackifier_only,0.0,7.5,True,0.342917,0.42,0.045833,0.0,0.9,0.15,0.8,0.0,True,False
S1C10::M-REPEAT,S1C10,M-REPEAT,minor_tackifier_only,0.0,2.5,True,0.337917,0.42,0.095833,0.0,0.9,0.15,0.8,0.0,True,False
S1C34::M-REPEAT,S1C34,M-REPEAT,acrylic_only,12.5,0.0,True,0.337083,0.42,0.104167,0.0,0.9,0.15,0.8,0.0,True,False
S1C64::M-REPEAT,S1C64,M-REPEAT,acrylic_only,27.5,0.0,True,0.337083,0.42,0.104167,0.0,0.9,0.15,0.8,0.0,True,False
S1C13::M-REPEAT,S1C13,M-REPEAT,minor_tackifier_only,0.0,10.0,True,0.3325,0.42,0.15,0.0,0.9,0.15,0.8,0.0,True,False
S1C29::M-REPEAT,S1C29,M-REPEAT,acrylic_only,10.0,0.0,True,0.326667,0.42,0.208333,0.0,0.9,0.15,0.8,0.0,True,False
S1C69::M-REPEAT,S1C69,M-REPEAT,acrylic_only,30.0,0.0,True,0.326667,0.42,0.208333,0.0,0.9,0.15,0.8,0.0,True,False
S1C24::M-REPEAT,S1C24,M-REPEAT,acrylic_only,7.5,0.0,True,0.31625,0.42,0.3125,0.0,0.9,0.15,0.8,0.0,True,False
S1C26::M-REPEAT,S1C26,M-REPEAT,dual_axis_resin_modified,7.5,5.0,True,0.31625,0.42,0.3125,0.0,0.9,0.15,0.8,0.0,True,False
S1C27::M-REPEAT,S1C27,M-REPEAT,dual_axis_resin_modified,7.5,7.5,True,0.311667,0.42,0.358333,0.0,0.9,0.15,0.8,0.0,True,False
S1C25::M-REPEAT,S1C25,M-REPEAT,dual_axis_resin_modified,7.5,2.5,True,0.306667,0.42,0.408333,0.0,0.9,0.15,0.8,0.0,True,False
S1C19::M-REPEAT,S1C19,M-REPEAT,acrylic_only,5.0,0.0,True,0.305833,0.42,0.416667,0.0,0.9,0.15,0.8,0.0,True,False
S1C21::M-REPEAT,S1C21,M-REPEAT,dual_axis_resin_modified,5.0,5.0,True,0.305833,0.42,0.416667,0.0,0.9,0.15,0.8,0.0,True,False
S1C22::M-REPEAT,S1C22,M-REPEAT,dual_axis_resin_modified,5.0,7.5,True,0.30125,0.42,0.4625,0.0,0.9,0.15,0.8,0.0,True,False
S1C28::M-REPEAT,S1C28,M-REPEAT,dual_axis_resin_modified,7.5,10.0,True,0.30125,0.42,0.4625,0.0,0.9,0.15,0.8,0.0,True,False
S1C20::M-REPEAT,S1C20,M-REPEAT,dual_axis_resin_modified,5.0,2.5,True,0.29625,0.42,0.5125,0.0,0.9,0.15,0.8,0.0,True,False
S1C14::M-REPEAT,S1C14,M-REPEAT,acrylic_only,2.5,0.0,True,0.295417,0.42,0.520833,0.0,0.9,0.15,0.8,0.0,True,False
S1C16::M-REPEAT,S1C16,M-REPEAT,dual_axis_resin_modified,2.5,5.0,True,0.295417,0.42,0.520833,0.0,0.9,0.15,0.8,0.0,True,False
S1C17::M-REPEAT,S1C17,M-REPEAT,dual_axis_resin_modified,2.5,7.5,True,0.290833,0.42,0.566667,0.0,0.9,0.15,0.8,0.0,True,False
S1C23::M-REPEAT,S1C23,M-REPEAT,dual_axis_resin_modified,5.0,10.0,True,0.290833,0.42,0.566667,0.0,0.9,0.15,0.8,0.0,True,False
S1C15::M-REPEAT,S1C15,M-REPEAT,dual_axis_resin_modified,2.5,2.5,True,0.285833,0.42,0.616667,0.0,0.9,0.15,0.8,0.0,True,False
S1C18::M-REPEAT,S1C18,M-REPEAT,dual_axis_resin_modified,2.5,10.0,True,0.280417,0.42,0.670833,0.0,0.9,0.15,0.8,0.0,True,False
S1C01::M-HOLD-120,S1C01,M-HOLD-120,reactive_core_only,0.0,0.0,False,0.2435,0.4,0.0,0.0,1.0,0.75,0.405,0.0,True,False
S1C02::M-HOLD-120,S1C02,M-HOLD-120,reactive_core_only,0.0,0.0,False,0.2435,0.4,0.0,0.0,1.0,0.75,0.405,0.0,True,False
S1C03::M-HOLD-120,S1C03,M-HOLD-120,reactive_core_only,0.0,0.0,False,0.2435,0.4,0.0,0.0,1.0,0.75,0.405,0.0,True,False
S1C04::M-HOLD-120,S1C04,M-HOLD-120,reactive_core_only,0.0,0.0,False,0.2435,0.4,0.0,0.0,1.0,0.75,0.405,0.0,True,False
S1C05::M-HOLD-120,S1C05,M-HOLD-120,reactive_core_only,0.0,0.0,False,0.2435,0.4,0.0,0.0,1.0,0.75,0.405,0.0,True,False
S1C06::M-HOLD-120,S1C06,M-HOLD-120,reactive_core_only,0.0,0.0,False,0.2435,0.4,0.0,0.0,1.0,0.75,0.405,0.0,True,False
S1C07::M-HOLD-120,S1C07,M-HOLD-120,reactive_core_only,0.0,0.0,False,0.2435,0.4,0.0,0.0,1.0,0.75,0.405,0.0,True,False
S1C08::M-HOLD-120,S1C08,M-HOLD-120,reactive_core_only,0.0,0.0,False,0.2435,0.4,0.0,0.0,1.0,0.75,0.405,0.0,True,False
S1C09::M-HOLD-120,S1C09,M-HOLD-120,reactive_core_only,0.0,0.0,False,0.2435,0.4,0.0,0.0,1.0,0.75,0.405,0.0,True,False
S1C01::M-REPEAT,S1C01,M-REPEAT,reactive_core_only,0.0,0.0,False,0.2145,0.24,0.0,0.0,0.9,0.15,0.36,0.0,True,False
S1C02::M-REPEAT,S1C02,M-REPEAT,reactive_core_only,0.0,0.0,False,0.2145,0.24,0.0,0.0,0.9,0.15,0.36,0.0,True,False
S1C03::M-REPEAT,S1C03,M-REPEAT,reactive_core_only,0.0,0.0,False,0.2145,0.24,0.0,0.0,0.9,0.15,0.36,0.0,True,False
S1C04::M-REPEAT,S1C04,M-REPEAT,reactive_core_only,0.0,0.0,False,0.2145,0.24,0.0,0.0,0.9,0.15,0.36,0.0,True,False
S1C05::M-REPEAT,S1C05,M-REPEAT,reactive_core_only,0.0,0.0,False,0.2145,0.24,0.0,0.0,0.9,0.15,0.36,0.0,True,False
S1C06::M-REPEAT,S1C06,M-REPEAT,reactive_core_only,0.0,0.0,False,0.2145,0.24,0.0,0.0,0.9,0.15,0.36,0.0,True,False
S1C07::M-REPEAT,S1C07,M-REPEAT,reactive_core_only,0.0,0.0,False,0.2145,0.24,0.0,0.0,0.9,0.15,0.36,0.0,True,False
S1C08::M-REPEAT,S1C08,M-REPEAT,reactive_core_only,0.0,0.0,False,0.2145,0.24,0.0,0.0,0.9,0.15,0.36,0.0,True,False
S1C09::M-REPEAT,S1C09,M-REPEAT,reactive_core_only,0.0,0.0,False,0.2145,0.24,0.0,0.0,0.9,0.15,0.36,0.0,True,False
S1C41::M-ANCHOR,S1C41,M-ANCHOR,dual_axis_resin_modified,15.0,5.0,True,0.2075,0.3,0.0,0.0,0.7,0.75,0.5,0.0,False,False
S1C46::M-ANCHOR,S1C46,M-ANCHOR,dual_axis_resin_modified,17.5,5.0,True,0.2075,0.3,0.0,0.0,0.7,0.75,0.5,0.0,False,False
S1C51::M-ANCHOR,S1C51,M-ANCHOR,dual_axis_resin_modified,20.0,5.0,True,0.2075,0.3,0.0,0.0,0.7,0.75,0.5,0.0,False,False
S1C56::M-ANCHOR,S1C56,M-ANCHOR,dual_axis_resin_modified,22.5,5.0,True,0.2075,0.3,0.0,0.0,0.7,0.75,0.5,0.0,False,False
S1C61::M-ANCHOR,S1C61,M-ANCHOR,dual_axis_resin_modified,25.0,5.0,True,0.2075,0.3,0.0,0.0,0.7,0.75,0.5,0.0,False,False
S1C42::M-ANCHOR,S1C42,M-ANCHOR,dual_axis_resin_modified,15.0,7.5,True,0.202917,0.3,0.045833,0.0,0.7,0.75,0.5,0.0,False,False
S1C47::M-ANCHOR,S1C47,M-ANCHOR,dual_axis_resin_modified,17.5,7.5,True,0.202917,0.3,0.045833,0.0,0.7,0.75,0.5,0.0,False,False
S1C52::M-ANCHOR,S1C52,M-ANCHOR,dual_axis_resin_modified,20.0,7.5,True,0.202917,0.3,0.045833,0.0,0.7,0.75,0.5,0.0,False,False
S1C57::M-ANCHOR,S1C57,M-ANCHOR,dual_axis_resin_modified,22.5,7.5,True,0.202917,0.3,0.045833,0.0,0.7,0.75,0.5,0.0,False,False
S1C62::M-ANCHOR,S1C62,M-ANCHOR,dual_axis_resin_modified,25.0,7.5,True,0.202917,0.3,0.045833,0.0,0.7,0.75,0.5,0.0,False,False
S1C41::M-SWEEP,S1C41,M-SWEEP,dual_axis_resin_modified,15.0,5.0,True,0.2025,0.4,0.0,0.0,0.7,0.75,0.35,0.0,True,False
S1C46::M-SWEEP,S1C46,M-SWEEP,dual_axis_resin_modified,17.5,5.0,True,0.2025,0.4,0.0,0.0,0.7,0.75,0.35,0.0,True,False
S1C51::M-SWEEP,S1C51,M-SWEEP,dual_axis_resin_modified,20.0,5.0,True,0.2025,0.4,0.0,0.0,0.7,0.75,0.35,0.0,True,False
S1C56::M-SWEEP,S1C56,M-SWEEP,dual_axis_resin_modified,22.5,5.0,True,0.2025,0.4,0.0,0.0,0.7,0.75,0.35,0.0,True,False
S1C61::M-SWEEP,S1C61,M-SWEEP,dual_axis_resin_modified,25.0,5.0,True,0.2025,0.4,0.0,0.0,0.7,0.75,0.35,0.0,True,False
S1C40::M-ANCHOR,S1C40,M-ANCHOR,dual_axis_resin_modified,15.0,2.5,True,0.197917,0.3,0.095833,0.0,0.7,0.75,0.5,0.0,False,False
S1C42::M-SWEEP,S1C42,M-SWEEP,dual_axis_resin_modified,15.0,7.5,True,0.197917,0.4,0.045833,0.0,0.7,0.75,0.35,0.0,True,False
S1C45::M-ANCHOR,S1C45,M-ANCHOR,dual_axis_resin_modified,17.5,2.5,True,0.197917,0.3,0.095833,0.0,0.7,0.75,0.5,0.0,False,False
S1C47::M-SWEEP,S1C47,M-SWEEP,dual_axis_resin_modified,17.5,7.5,True,0.197917,0.4,0.045833,0.0,0.7,0.75,0.35,0.0,True,False
S1C50::M-ANCHOR,S1C50,M-ANCHOR,dual_axis_resin_modified,20.0,2.5,True,0.197917,0.3,0.095833,0.0,0.7,0.75,0.5,0.0,False,False
S1C52::M-SWEEP,S1C52,M-SWEEP,dual_axis_resin_modified,20.0,7.5,True,0.197917,0.4,0.045833,0.0,0.7,0.75,0.35,0.0,True,False
S1C55::M-ANCHOR,S1C55,M-ANCHOR,dual_axis_resin_modified,22.5,2.5,True,0.197917,0.3,0.095833,0.0,0.7,0.75,0.5,0.0,False,False
S1C57::M-SWEEP,S1C57,M-SWEEP,dual_axis_resin_modified,22.5,7.5,True,0.197917,0.4,0.045833,0.0,0.7,0.75,0.35,0.0,True,False
S1C60::M-ANCHOR,S1C60,M-ANCHOR,dual_axis_resin_modified,25.0,2.5,True,0.197917,0.3,0.095833,0.0,0.7,0.75,0.5,0.0,False,False
S1C62::M-SWEEP,S1C62,M-SWEEP,dual_axis_resin_modified,25.0,7.5,True,0.197917,0.4,0.045833,0.0,0.7,0.75,0.35,0.0,True,False
S1C36::M-ANCHOR,S1C36,M-ANCHOR,dual_axis_resin_modified,12.5,5.0,True,0.197083,0.3,0.104167,0.0,0.7,0.75,0.5,0.0,False,False
S1C66::M-ANCHOR,S1C66,M-ANCHOR,dual_axis_resin_modified,27.5,5.0,True,0.197083,0.3,0.104167,0.0,0.7,0.75,0.5,0.0,False,False
S1C40::M-SWEEP,S1C40,M-SWEEP,dual_axis_resin_modified,15.0,2.5,True,0.192917,0.4,0.095833,0.0,0.7,0.75,0.35,0.0,True,False
S1C45::M-SWEEP,S1C45,M-SWEEP,dual_axis_resin_modified,17.5,2.5,True,0.192917,0.4,0.095833,0.0,0.7,0.75,0.35,0.0,True,False
S1C50::M-SWEEP,S1C50,M-SWEEP,dual_axis_resin_modified,20.0,2.5,True,0.192917,0.4,0.095833,0.0,0.7,0.75,0.35,0.0,True,False
S1C55::M-SWEEP,S1C55,M-SWEEP,dual_axis_resin_modified,22.5,2.5,True,0.192917,0.4,0.095833,0.0,0.7,0.75,0.35,0.0,True,False
S1C60::M-SWEEP,S1C60,M-SWEEP,dual_axis_resin_modified,25.0,2.5,True,0.192917,0.4,0.095833,0.0,0.7,0.75,0.35,0.0,True,False
S1C37::M-ANCHOR,S1C37,M-ANCHOR,dual_axis_resin_modified,12.5,7.5,True,0.1925,0.3,0.15,0.0,0.7,0.75,0.5,0.0,False,False
S1C43::M-ANCHOR,S1C43,M-ANCHOR,dual_axis_resin_modified,15.0,10.0,True,0.1925,0.3,0.15,0.0,0.7,0.75,0.5,0.0,False,False
S1C48::M-ANCHOR,S1C48,M-ANCHOR,dual_axis_resin_modified,17.5,10.0,True,0.1925,0.3,0.15,0.0,0.7,0.75,0.5,0.0,False,False
S1C53::M-ANCHOR,S1C53,M-ANCHOR,dual_axis_resin_modified,20.0,10.0,True,0.1925,0.3,0.15,0.0,0.7,0.75,0.5,0.0,False,False
S1C58::M-ANCHOR,S1C58,M-ANCHOR,dual_axis_resin_modified,22.5,10.0,True,0.1925,0.3,0.15,0.0,0.7,0.75,0.5,0.0,False,False
S1C63::M-ANCHOR,S1C63,M-ANCHOR,dual_axis_resin_modified,25.0,10.0,True,0.1925,0.3,0.15,0.0,0.7,0.75,0.5,0.0,False,False
S1C67::M-ANCHOR,S1C67,M-ANCHOR,dual_axis_resin_modified,27.5,7.5,True,0.1925,0.3,0.15,0.0,0.7,0.75,0.5,0.0,False,False
S1C36::M-SWEEP,S1C36,M-SWEEP,dual_axis_resin_modified,12.5,5.0,True,0.192083,0.4,0.104167,0.0,0.7,0.75,0.35,0.0,True,False
S1C66::M-SWEEP,S1C66,M-SWEEP,dual_axis_resin_modified,27.5,5.0,True,0.192083,0.4,0.104167,0.0,0.7,0.75,0.35,0.0,True,False
S1C35::M-ANCHOR,S1C35,M-ANCHOR,dual_axis_resin_modified,12.5,2.5,True,0.1875,0.3,0.2,0.0,0.7,0.75,0.5,0.0,False,False
S1C37::M-SWEEP,S1C37,M-SWEEP,dual_axis_resin_modified,12.5,7.5,True,0.1875,0.4,0.15,0.0,0.7,0.75,0.35,0.0,True,False
S1C43::M-SWEEP,S1C43,M-SWEEP,dual_axis_resin_modified,15.0,10.0,True,0.1875,0.4,0.15,0.0,0.7,0.75,0.35,0.0,True,False
S1C48::M-SWEEP,S1C48,M-SWEEP,dual_axis_resin_modified,17.5,10.0,True,0.1875,0.4,0.15,0.0,0.7,0.75,0.35,0.0,True,False
S1C53::M-SWEEP,S1C53,M-SWEEP,dual_axis_resin_modified,20.0,10.0,True,0.1875,0.4,0.15,0.0,0.7,0.75,0.35,0.0,True,False
S1C58::M-SWEEP,S1C58,M-SWEEP,dual_axis_resin_modified,22.5,10.0,True,0.1875,0.4,0.15,0.0,0.7,0.75,0.35,0.0,True,False
S1C63::M-SWEEP,S1C63,M-SWEEP,dual_axis_resin_modified,25.0,10.0,True,0.1875,0.4,0.15,0.0,0.7,0.75,0.35,0.0,True,False
S1C65::M-ANCHOR,S1C65,M-ANCHOR,dual_axis_resin_modified,27.5,2.5,True,0.1875,0.3,0.2,0.0,0.7,0.75,0.5,0.0,False,False
S1C67::M-SWEEP,S1C67,M-SWEEP,dual_axis_resin_modified,27.5,7.5,True,0.1875,0.4,0.15,0.0,0.7,0.75,0.35,0.0,True,False
S1C31::M-ANCHOR,S1C31,M-ANCHOR,dual_axis_resin_modified,10.0,5.0,True,0.186667,0.3,0.208333,0.0,0.7,0.75,0.5,0.0,False,False
S1C71::M-ANCHOR,S1C71,M-ANCHOR,dual_axis_resin_modified,30.0,5.0,True,0.186667,0.3,0.208333,0.0,0.7,0.75,0.5,0.0,False,False
S1C11::M-ANCHOR,S1C11,M-ANCHOR,minor_tackifier_only,0.0,5.0,True,0.185,0.21,0.0,0.0,0.7,0.75,0.5,0.0,False,False
S1C39::M-ANCHOR,S1C39,M-ANCHOR,acrylic_only,15.0,0.0,True,0.185,0.21,0.0,0.0,0.7,0.75,0.5,0.0,False,False
S1C44::M-ANCHOR,S1C44,M-ANCHOR,acrylic_only,17.5,0.0,True,0.185,0.21,0.0,0.0,0.7,0.75,0.5,0.0,False,False
